등록연도,시군구명,연료별,용도별,승용차수,승합차수,특수차수,화물차수
2022,성남시 수정구,하이브리드(휘발유+전기),비사업용,4111,0,0,0
2022,성남시 수정구,하이브리드(휘발유+전기),사업용,12,0,0,0
2022,성남시 수정구,휘발유,비사업용,14052,10,0,56
2022,성남시 수정구,휘발유,사업용,59,0,0,0
2022,안양시 만안구,하이브리드(LPG+전기),비사업용,48,0,0,0
2022,안양시 만안구,하이브리드(경유+전기),비사업용,40,0,0,0
2022,안양시 만안구,하이브리드(휘발유+전기),비사업용,4216,0,0,0
2022,안양시 만안구,하이브리드(휘발유+전기),사업용,13,0,0,0
2022,안양시 만안구,휘발유,비사업용,13480,6,0,61
2022,안양시 만안구,휘발유,사업용,11,0,0,0
2022,안양시 만안구,휘발유(무연),비사업용,29595,11,0,14
2022,안양시 만안구,휘발유(무연),사업용,88,0,0,0
2022,안양시 만안구,휘발유(유연),비사업용,45,0,0,0
2022,안양시 동안구,CNG,비사업용,14,1,0,5
2022,안양시 동안구,CNG,사업용,0,2,0,0
2022,안양시 동안구,경유,비사업용,29189,2093,240,8637
2022,안양시 동안구,경유,사업용,116,624,161,3521
2022,안양시 동안구,기타연료,비사업용,1,63,50,190
2022,안양시 동안구,기타연료,사업용,0,0,0,51
2022,안양시 동안구,수소,비사업용,50,0,0,0
2022,안양시 동안구,수소,사업용,3,0,0,0
2022,안양시 동안구,엘피지,비사업용,5503,279,3,533
2022,안양시 동안구,엘피지,사업용,1458,1,0,109
2022,안양시 동안구,전기,비사업용,1146,2,0,138
2022,안양시 동안구,전기,사업용,290,0,1,89
2022,안양시 동안구,하이브리드(LPG+전기),비사업용,55,0,0,0
2022,수원시 장안구,CNG,비사업용,18,1,0,3
2022,수원시 장안구,CNG,사업용,0,233,0,0
2022,수원시 장안구,경유,비사업용,25824,2736,159,7739
2022,수원시 장안구,경유,사업용,53,110,121,1855
2022,수원시 장안구,기타연료,비사업용,0,57,33,211
2022,수원시 장안구,기타연료,사업용,0,0,0,18
2022,수원시 장안구,수소,비사업용,79,0,0,0
2022,수원시 장안구,엘피지,비사업용,5849,262,4,390
2022,수원시 장안구,엘피지,사업용,801,2,0,94
2022,수원시 장안구,전기,비사업용,585,1,1,50
2022,수원시 장안구,전기,사업용,69,271,0,72
2022,수원시 장안구,하이브리드(CNG+전기),사업용,0,4,0,0
2022,수원시 장안구,하이브리드(LPG+전기),비사업용,62,0,0,0
2022,수원시 장안구,하이브리드(경유+전기),비사업용,61,0,0,0
2022,수원시 장안구,하이브리드(휘발유+전기),비사업용,5764,0,0,1
2022,수원시 장안구,하이브리드(휘발유+전기),사업용,3,0,0,0
2022,수원시 장안구,휘발유,비사업용,17300,5,0,71
2022,수원시 장안구,휘발유,사업용,7,0,0,0
2022,수원시 장안구,휘발유(무연),비사업용,37375,17,0,15
2022,수원시 장안구,휘발유(무연),사업용,82,0,0,0
2022,수원시 장안구,휘발유(유연),비사업용,51,0,0,0
2022,수원시 권선구,CNG,비사업용,37,2,0,14
2022,수원시 권선구,CNG,사업용,0,404,0,0
2022,수원시 권선구,경유,비사업용,53995,4561,379,19805
2022,수원시 권선구,경유,사업용,295,977,574,2499
2022,수원시 권선구,기타연료,비사업용,1,117,95,399
2022,수원시 권선구,기타연료,사업용,0,0,0,189
2022,수원시 권선구,수소,비사업용,176,0,0,0
2022,수원시 권선구,수소,사업용,2,0,0,0
2022,수원시 권선구,엘피지,비사업용,11259,508,7,817
2022,수원시 권선구,엘피지,사업용,3291,26,0,130
2022,수원시 권선구,전기,비사업용,1595,1,2,197
2022,수원시 권선구,전기,사업용,240,19,0,112
2022,수원시 권선구,하이브리드(CNG+전기),사업용,0,42,0,0
2022,수원시 권선구,하이브리드(LPG+전기),비사업용,120,0,0,0
2022,수원시 권선구,하이브리드(경유+전기),비사업용,213,0,0,0
2022,수원시 권선구,하이브리드(경유+전기),사업용,2,0,0,0
2022,수원시 권선구,하이브리드(휘발유+전기),비사업용,9442,0,0,1
2022,수원시 권선구,하이브리드(휘발유+전기),사업용,12,0,0,0
2022,수원시 권선구,휘발유,비사업용,32834,17,0,162
2022,수원시 권선구,휘발유,사업용,98,0,0,0
2022,수원시 권선구,휘발유(무연),비사업용,66217,39,0,33
2022,수원시 권선구,휘발유(무연),사업용,885,0,0,0
2022,수원시 권선구,휘발유(유연),비사업용,81,0,0,0
2022,수원시 팔달구,CNG,비사업용,6,1,0,2
2022,수원시 팔달구,CNG,사업용,0,3,0,0
2022,수원시 팔달구,경유,비사업용,19087,2382,131,6199
2022,수원시 팔달구,경유,사업용,121,110,109,1528
2022,수원시 팔달구,기타연료,비사업용,0,46,40,135
2022,수원시 팔달구,기타연료,사업용,0,0,0,26
2022,수원시 팔달구,수소,비사업용,60,0,0,0
2022,수원시 팔달구,수소,사업용,5,0,0,0
2022,수원시 팔달구,엘피지,비사업용,4552,229,1,311
2022,수원시 팔달구,엘피지,사업용,685,6,0,73
2022,수원시 팔달구,전기,비사업용,727,0,1,47
2022,수원시 팔달구,전기,사업용,297,0,0,53
2022,수원시 팔달구,하이브리드(LPG+전기),비사업용,52,0,0,0
2022,수원시 팔달구,하이브리드(경유+전기),비사업용,71,0,0,0
2022,수원시 팔달구,하이브리드(경유+전기),사업용,3,0,0,0
2022,수원시 팔달구,하이브리드(휘발유+전기),비사업용,3871,0,0,1
2022,수원시 팔달구,하이브리드(휘발유+전기),사업용,17,0,0,0
2022,수원시 팔달구,휘발유,비사업용,13968,14,0,83
2022,수원시 팔달구,휘발유,사업용,34,0,0,0
2022,수원시 팔달구,휘발유(무연),비사업용,27559,18,0,21
2021,양주시,휘발유,비사업용,17492,17,1,141
2021,양주시,휘발유,사업용,11,0,0,0
2021,양주시,휘발유(무연),비사업용,34605,15,0,21
2021,양주시,휘발유(무연),사업용,65,0,0,0
2021,양주시,휘발유(유연),비사업용,33,0,0,0
2021,포천시,CNG,비사업용,4,0,0,2
2021,포천시,CNG,사업용,0,143,0,0
2021,포천시,경유,비사업용,20696,2900,225,19434
2021,포천시,경유,사업용,76,626,386,2526
2021,포천시,기타연료,비사업용,0,61,35,250
2021,포천시,기타연료,사업용,0,0,0,161
2021,포천시,수소,비사업용,2,0,0,0
2021,포천시,엘피지,비사업용,4580,283,1,576
2021,포천시,엘피지,사업용,2725,2,0,25
2021,포천시,전기,비사업용,259,0,0,37
2021,포천시,전기,사업용,29,3,0,30
2021,포천시,하이브리드(CNG+전기),사업용,0,1,0,0
2021,포천시,하이브리드(LPG+전기),비사업용,49,0,0,0
2021,포천시,하이브리드(경유+전기),비사업용,32,0,0,0
2021,포천시,하이브리드(휘발유+전기),비사업용,1979,0,0,0
2021,포천시,하이브리드(휘발유+전기),사업용,816,0,0,0
2021,포천시,휘발유,비사업용,12150,15,1,98
2021,포천시,휘발유,사업용,128,0,0,0
2021,포천시,휘발유(무연),비사업용,24704,10,0,22
2021,포천시,휘발유(무연),사업용,2241,0,0,0
2021,포천시,휘발유(유연),비사업용,21,0,0,0
2021,포천시,휘발유(유연),사업용,1,0,0,0
2021,여주시,CNG,비사업용,4,2,0,1
2021,여주시,CNG,사업용,0,16,0,0
2021,여주시,경유,비사업용,15284,2025,222,12950
2021,여주시,경유,사업용,49,769,392,5283
2021,여주시,기타연료,비사업용,0,68,15,290
2021,여주시,기타연료,사업용,0,0,0,254
2021,여주시,수소,비사업용,21,0,0,0
2021,여주시,엘피지,비사업용,3114,145,1,377
2021,여주시,엘피지,사업용,401,1,0,51
2021,여주시,전기,비사업용,293,0,0,164
2021,여주시,전기,사업용,9,0,0,42
2021,여주시,하이브리드(LPG+전기),비사업용,38,0,0,0
2021,여주시,하이브리드(경유+전기),비사업용,28,0,0,0
2021,여주시,하이브리드(휘발유+전기),비사업용,1496,0,0,0
2021,여주시,휘발유,비사업용,9086,10,2,96
2021,여주시,휘발유,사업용,9,0,2,0
2021,여주시,휘발유(무연),비사업용,19002,11,0,15
2021,여주시,휘발유(무연),사업용,41,0,0,0
2021,여주시,휘발유(유연),비사업용,12,0,0,0
2021,여주군,경유,비사업용,0,0,0,12
2021,여주군,엘피지,비사업용,1,0,0,0
2021,여주군,휘발유,비사업용,6,0,0,1
2021,연천군,CNG,비사업용,3,0,0,0
2021,연천군,CNG,사업용,0,7,0,0
2021,연천군,경유,비사업용,5997,814,103,5888
2021,연천군,경유,사업용,15,103,511,3907
2021,연천군,기타연료,비사업용,0,19,13,93
2021,연천군,기타연료,사업용,0,0,0,573
2021,연천군,엘피지,비사업용,1112,53,1,141
2021,연천군,엘피지,사업용,61,0,0,10
2021,연천군,전기,비사업용,142,0,0,94
2021,연천군,전기,사업용,8,0,0,21
2021,연천군,하이브리드(LPG+전기),비사업용,9,0,0,0
2021,연천군,하이브리드(경유+전기),비사업용,5,0,0,0
2021,연천군,하이브리드(휘발유+전기),비사업용,567,0,0,0
2021,연천군,휘발유,비사업용,2885,8,0,44
2021,연천군,휘발유,사업용,13,4,0,0
2021,연천군,휘발유(무연),비사업용,6235,1,0,8
2021,연천군,휘발유(무연),사업용,19,0,0,0
2021,연천군,휘발유(유연),비사업용,5,0,0,0
2021,가평군,CNG,비사업용,4,0,0,0
2021,가평군,경유,비사업용,8011,1215,107,6093
2021,가평군,경유,사업용,5,168,40,171
2021,가평군,기타연료,비사업용,0,32,12,157
2021,가평군,기타연료,사업용,0,0,0,1
2021,가평군,수소,비사업용,1,0,0,0
2021,가평군,엘피지,비사업용,1415,70,0,174
2021,가평군,엘피지,사업용,158,0,0,8
2021,가평군,전기,비사업용,173,0,0,62
2021,가평군,전기,사업용,7,0,0,21
2021,가평군,하이브리드(LPG+전기),비사업용,23,0,0,0
2021,가평군,하이브리드(경유+전기),비사업용,12,0,0,0
2021,가평군,하이브리드(휘발유+전기),비사업용,771,0,0,0
2021,가평군,휘발유,비사업용,4680,7,0,50
2021,가평군,휘발유(무연),비사업용,8723,12,0,15
2021,가평군,휘발유(무연),사업용,17,0,0,0
2021,가평군,휘발유(유연),비사업용,8,0,0,0
2021,양평군,CNG,비사업용,8,1,0,0
2021,양평군,CNG,사업용,0,9,0,0
2021,양평군,경유,비사업용,16077,1730,172,11080
2021,양평군,경유,사업용,19,672,88,707
2021,양평군,기타연료,비사업용,0,71,24,200
2021,양평군,기타연료,사업용,0,0,0,13
2021,양평군,수소,비사업용,13,0,0,0
2021,양평군,엘피지,비사업용,2760,147,1,356
2021,양평군,엘피지,사업용,248,1,0,15
2021,양평군,전기,비사업용,486,0,0,93
2021,양평군,전기,사업용,19,6,0,20
2021,양평군,하이브리드(LPG+전기),비사업용,43,0,0,0
2021,양평군,하이브리드(경유+전기),비사업용,27,0,0,0
2021,양평군,하이브리드(경유+전기),사업용,1,0,0,0
2021,양평군,하이브리드(휘발유+전기),비사업용,2032,0,0,0
2021,양평군,하이브리드(휘발유+전기),사업용,2,0,0,0
2021,양평군,휘발유,비사업용,10159,8,0,131
2021,양평군,휘발유,사업용,2,0,0,0
2021,양평군,휘발유(무연),비사업용,16864,8,0,25
2021,양평군,휘발유(무연),사업용,16,0,0,0
2021,양평군,휘발유(유연),비사업용,11,0,0,0
2021,시흥시,하이브리드(CNG+전기),사업용,0,5,0,0
2021,시흥시,하이브리드(LPG+전기),비사업용,129,0,0,0
2021,시흥시,하이브리드(경유+전기),비사업용,132,0,0,0
2021,시흥시,하이브리드(휘발유+전기),비사업용,8389,0,0,1
2021,시흥시,하이브리드(휘발유+전기),사업용,1,0,0,0
2021,시흥시,휘발유,비사업용,39775,15,1,182
2021,시흥시,휘발유,사업용,9,0,0,0
2021,시흥시,휘발유(무연),비사업용,85719,33,0,36
2021,시흥시,휘발유(무연),사업용,169,0,0,0
2021,시흥시,휘발유(유연),비사업용,114,0,0,0
2021,군포시,CNG,비사업용,11,0,0,0
2021,군포시,CNG,사업용,0,11,0,0
2021,군포시,경유,비사업용,24829,2221,127,8703
2021,군포시,경유,사업용,52,141,280,3630
2021,군포시,기타연료,비사업용,0,58,25,174
2021,군포시,기타연료,사업용,0,0,0,114
2021,군포시,수소,비사업용,37,0,0,0
2021,군포시,엘피지,비사업용,5618,280,1,440
2021,군포시,엘피지,사업용,609,0,0,103
2021,군포시,전기,비사업용,388,0,0,45
2021,군포시,전기,사업용,56,12,0,81
2021,군포시,하이브리드(LPG+전기),비사업용,71,0,0,0
2021,군포시,하이브리드(경유+전기),비사업용,34,0,0,0
2021,군포시,하이브리드(휘발유+전기),비사업용,4360,0,0,0
2021,군포시,하이브리드(휘발유+전기),사업용,2,0,0,0
2021,군포시,휘발유,비사업용,16661,5,1,54
2021,군포시,휘발유,사업용,18,0,0,0
2021,군포시,휘발유(무연),비사업용,34443,10,0,10
2021,군포시,휘발유(무연),사업용,68,0,0,0
2021,군포시,휘발유(유연),비사업용,37,0,0,0
2021,의왕시,CNG,비사업용,12,3,0,2
2021,의왕시,CNG,사업용,0,20,0,0
2021,의왕시,경유,비사업용,16533,1436,84,5617
2021,의왕시,경유,사업용,28,110,319,1006
2021,의왕시,기타연료,비사업용,0,52,24,132
2021,의왕시,기타연료,사업용,0,0,0,890
2021,의왕시,수소,비사업용,25,0,0,0
2021,의왕시,엘피지,비사업용,3337,138,0,278
2021,의왕시,엘피지,사업용,350,0,0,74
2021,의왕시,전기,비사업용,408,0,0,54
2021,의왕시,전기,사업용,15,0,0,68
2021,의왕시,하이브리드(LPG+전기),비사업용,33,0,0,0
2021,의왕시,하이브리드(경유+전기),비사업용,40,0,0,0
2021,의왕시,하이브리드(휘발유+전기),비사업용,3343,0,0,1
2021,의왕시,하이브리드(휘발유+전기),사업용,1,0,0,0
2021,의왕시,휘발유,비사업용,12011,0,0,45
2021,의왕시,휘발유,사업용,3,0,0,0
2021,의왕시,휘발유(무연),비사업용,22615,7,0,12
2021,의왕시,휘발유(무연),사업용,49,0,0,0
2021,의왕시,휘발유(유연),비사업용,26,0,0,0
2021,하남시,CNG,비사업용,18,2,0,3
2021,하남시,CNG,사업용,0,183,0,0
2021,하남시,경유,비사업용,34514,2497,186,14508
2021,하남시,경유,사업용,35,144,151,1794
2021,하남시,기타연료,비사업용,1,110,60,292
2021,하남시,기타연료,사업용,0,2,0,67
2021,하남시,수소,비사업용,189,0,0,0
2021,하남시,엘피지,비사업용,6449,336,3,672
2021,하남시,엘피지,사업용,413,0,0,130
2021,하남시,전기,비사업용,1044,1,0,121
2021,하남시,전기,사업용,20,5,0,148
2021,하남시,하이브리드(LPG+전기),비사업용,80,0,0,0
2021,하남시,하이브리드(경유+전기),비사업용,121,0,0,0
2021,하남시,하이브리드(경유+전기),사업용,1,0,0,0
2021,하남시,하이브리드(휘발유+전기),비사업용,6375,0,0,0
2021,하남시,하이브리드(휘발유+전기),사업용,10,0,0,0
2021,하남시,휘발유,비사업용,24076,8,0,106
2021,하남시,휘발유,사업용,34,0,2,1
2021,하남시,휘발유(무연),비사업용,41588,14,0,26
2021,하남시,휘발유(무연),사업용,156,0,0,0
2021,하남시,휘발유(유연),비사업용,54,0,0,0
2021,용인시 처인구,CNG,비사업용,12,1,0,8
2021,용인시 처인구,CNG,사업용,0,229,0,0
2021,용인시 처인구,경유,비사업용,33873,3932,408,19266
2021,용인시 처인구,경유,사업용,167,1051,450,4135
2021,용인시 처인구,기타연료,비사업용,1,137,98,418
2021,용인시 처인구,기타연료,사업용,0,4,0,285
2021,용인시 처인구,수소,비사업용,92,0,0,0
2021,용인시 처인구,엘피지,비사업용,7525,329,2,732
2021,용인시 처인구,엘피지,사업용,1083,2,0,70
2021,용인시 처인구,전기,비사업용,673,8,0,164
2021,용인시 처인구,전기,사업용,5,11,0,79
2021,용인시 처인구,하이브리드(LPG+전기),비사업용,83,0,0,0
2021,용인시 처인구,하이브리드(경유+전기),비사업용,59,0,0,0
2021,용인시 처인구,하이브리드(휘발유+전기),비사업용,4327,0,0,0
2021,용인시 처인구,하이브리드(휘발유+전기),사업용,2,0,0,0
2021,용인시 처인구,휘발유,비사업용,21289,15,0,169
2021,용인시 처인구,휘발유,사업용,38,4,2,0
2021,용인시 처인구,휘발유(무연),비사업용,41634,22,0,42
2021,용인시 처인구,휘발유(무연),사업용,251,1,0,0
2021,용인시 처인구,휘발유(유연),비사업용,56,0,0,0
2021,용인시 기흥구,CNG,비사업용,32,1,0,1
2021,용인시 기흥구,CNG,사업용,0,8,0,0
2021,용인시 기흥구,경유,비사업용,48769,3403,256,10556
2021,용인시 기흥구,경유,사업용,360,664,180,2960
2021,용인시 기흥구,기타연료,비사업용,1,194,95,471
2021,용인시 기흥구,기타연료,사업용,0,1,0,89
2021,용인시 기흥구,수소,비사업용,119,0,0,0
2021,용인시 기흥구,수소,사업용,1,0,0,0
2021,용인시 기흥구,엘피지,비사업용,10051,420,1,550
2021,용인시 기흥구,엘피지,사업용,1299,3,0,92
2021,용인시 기흥구,전기,비사업용,1167,6,2,80
2021,용인시 기흥구,전기,사업용,394,7,0,77
2021,용인시 기흥구,하이브리드(LPG+전기),비사업용,122,0,0,0
2021,용인시 기흥구,하이브리드(LPG+전기),사업용,1,0,0,0
2021,용인시 기흥구,하이브리드(경유+전기),비사업용,127,0,0,0
2021,용인시 기흥구,하이브리드(경유+전기),사업용,6,0,0,0
2021,용인시 기흥구,하이브리드(휘발유+전기),비사업용,9817,0,0,0
2021,용인시 기흥구,하이브리드(휘발유+전기),사업용,56,0,0,0
2021,용인시 기흥구,휘발유,비사업용,39210,13,0,130
2021,용인시 기흥구,휘발유,사업용,82,0,0,0
2021,용인시 기흥구,휘발유(무연),비사업용,65328,26,0,24
2021,용인시 기흥구,휘발유(무연),사업용,405,0,0,0
2021,용인시 기흥구,휘발유(유연),비사업용,83,0,0,0
2021,용인시 수지구,CNG,비사업용,15,0,0,0
2021,용인시 수지구,경유,비사업용,37577,1736,91,4353
2021,용인시 수지구,경유,사업용,71,203,27,1230
2021,용인시 수지구,기타연료,비사업용,0,134,69,260
2021,용인시 수지구,기타연료,사업용,0,0,0,3
2021,용인시 수지구,수소,비사업용,85,0,0,0
2021,용인시 수지구,엘피지,비사업용,5727,222,3,261
2021,용인시 수지구,엘피지,사업용,454,0,0,43
2021,용인시 수지구,전기,비사업용,995,1,0,29
2021,용인시 수지구,전기,사업용,5,0,0,30
2021,용인시 수지구,하이브리드(LPG+전기),비사업용,62,0,0,0
2021,용인시 수지구,하이브리드(경유+전기),비사업용,136,0,0,0
2021,용인시 수지구,하이브리드(경유+전기),사업용,1,0,0,0
2021,용인시 수지구,하이브리드(휘발유+전기),비사업용,9618,0,0,2
2021,용인시 수지구,하이브리드(휘발유+전기),사업용,52,0,0,0
2021,용인시 수지구,휘발유,비사업용,34757,12,0,74
2021,용인시 수지구,휘발유,사업용,38,0,0,0
2021,용인시 수지구,휘발유(무연),비사업용,49994,11,0,16
2021,용인시 수지구,휘발유(무연),사업용,307,0,0,0
2021,용인시 수지구,휘발유(유연),비사업용,86,0,0,0
2021,파주시,CNG,비사업용,45,1,0,6
2021,파주시,CNG,사업용,0,323,0,0
2021,파주시,경유,비사업용,54361,5214,342,26788
2021,파주시,경유,사업용,588,2128,269,5013
2021,파주시,기타연료,비사업용,1,170,109,705
2021,파주시,기타연료,사업용,0,0,0,48
2021,파주시,수소,비사업용,46,0,0,0
2021,파주시,수소,사업용,1,0,0,0
2021,파주시,엘피지,비사업용,13774,662,5,1148
2021,파주시,엘피지,사업용,1254,0,0,117
2021,파주시,전기,비사업용,1034,1,2,260
2021,파주시,전기,사업용,19,53,0,165
2021,파주시,하이브리드(LPG+전기),비사업용,140,0,0,0
2021,파주시,하이브리드(경유+전기),비사업용,82,0,0,0
2021,파주시,하이브리드(경유+전기),사업용,1,0,0,0
2021,파주시,하이브리드(휘발유+전기),비사업용,7852,0,0,2
2021,파주시,하이브리드(휘발유+전기),사업용,166,0,0,0
2021,파주시,휘발유,비사업용,39085,34,1,208
2021,파주시,휘발유,사업용,64,1,0,0
2021,파주시,휘발유(무연),비사업용,73035,34,0,46
2021,파주시,휘발유(무연),사업용,484,0,0,0
2021,파주시,휘발유(유연),비사업용,85,0,0,0
2021,이천시,CNG,비사업용,12,0,0,3
2021,이천시,CNG,사업용,0,30,0,0
2021,이천시,경유,비사업용,29353,3276,268,16719
2021,이천시,경유,사업용,42,566,497,3764
2021,이천시,기타연료,비사업용,1,154,65,363
2021,이천시,기타연료,사업용,0,0,1,417
2021,이천시,수소,비사업용,37,0,0,0
2021,이천시,엘피지,비사업용,5724,263,0,567
2021,이천시,엘피지,사업용,678,0,0,29
2021,이천시,전기,비사업용,599,0,1,157
2021,이천시,전기,사업용,21,2,0,79
2021,이천시,하이브리드(LPG+전기),비사업용,54,0,0,0
2021,이천시,하이브리드(경유+전기),비사업용,45,0,0,0
2021,이천시,하이브리드(휘발유+전기),비사업용,3403,0,0,1
2021,이천시,하이브리드(휘발유+전기),사업용,2,0,0,0
2021,이천시,휘발유,비사업용,17547,12,0,143
2021,이천시,휘발유,사업용,7,0,2,0
2021,이천시,휘발유(무연),비사업용,38173,16,1,33
2021,이천시,휘발유(무연),사업용,131,0,0,0
2021,이천시,휘발유(유연),비사업용,51,0,0,0
2021,안성시,CNG,비사업용,27,1,0,3
2021,평택시,휘발유(무연),비사업용,99263,47,0,82
2021,평택시,휘발유(무연),사업용,623,0,0,0
2021,평택시,휘발유(유연),비사업용,125,0,0,0
2021,동두천시,CNG,비사업용,5,0,0,2
2021,동두천시,CNG,사업용,0,14,0,0
2021,동두천시,경유,비사업용,9273,1265,81,5043
2021,동두천시,경유,사업용,49,50,45,568
2021,동두천시,기타연료,비사업용,7,16,10,89
2021,동두천시,기타연료,사업용,0,0,0,2
2021,동두천시,수소,비사업용,2,0,0,0
2021,동두천시,엘피지,비사업용,2728,180,0,231
2021,동두천시,엘피지,사업용,570,1,0,8
2021,동두천시,전기,비사업용,165,0,0,70
2021,동두천시,전기,사업용,2,0,0,32
2021,동두천시,하이브리드(LPG+전기),비사업용,20,0,0,0
2021,동두천시,하이브리드(경유+전기),비사업용,8,0,0,0
2021,동두천시,하이브리드(휘발유+전기),비사업용,958,0,0,0
2021,동두천시,휘발유,비사업용,6415,5,0,58
2021,동두천시,휘발유,사업용,4,0,0,1
2021,동두천시,휘발유(무연),비사업용,12190,7,0,12
2021,동두천시,휘발유(무연),사업용,112,0,0,0
2021,동두천시,휘발유(유연),비사업용,11,0,0,0
2021,안산시 상록구,CNG,비사업용,35,4,0,1
2021,안산시 상록구,CNG,사업용,123,26,0,0
2021,안산시 상록구,경유,비사업용,35021,4036,284,17669
2021,안산시 상록구,경유,사업용,119,603,370,2195
2021,안산시 상록구,기타연료,비사업용,0,71,33,311
2021,안산시 상록구,기타연료,사업용,0,0,0,24
2021,안산시 상록구,수소,비사업용,88,0,0,0
2021,안산시 상록구,수소,사업용,1,0,0,0
2021,안산시 상록구,엘피지,비사업용,8799,439,1,720
2021,안산시 상록구,엘피지,사업용,1259,0,0,109
2021,안산시 상록구,전기,비사업용,473,0,0,80
2021,안산시 상록구,전기,사업용,9,0,0,59
2021,안산시 상록구,하이브리드(LPG+전기),비사업용,85,0,0,0
2021,안산시 상록구,하이브리드(경유+전기),비사업용,48,0,0,0
2021,안산시 상록구,하이브리드(경유+전기),사업용,3,0,0,0
2021,안산시 상록구,하이브리드(휘발유+전기),비사업용,4342,0,0,0
2021,안산시 상록구,하이브리드(휘발유+전기),사업용,6,0,0,0
2021,안산시 상록구,휘발유,비사업용,23009,17,0,103
2021,안산시 상록구,휘발유,사업용,25,0,0,0
2021,안산시 상록구,휘발유(무연),비사업용,48987,20,0,27
2021,안산시 상록구,휘발유(무연),사업용,130,0,0,0
2021,안산시 상록구,휘발유(유연),비사업용,49,0,0,0
2021,안산시 단원구,CNG,비사업용,36,2,0,5
2021,안산시 단원구,CNG,사업용,0,449,0,0
2021,안산시 단원구,경유,비사업용,38006,5212,237,21038
2021,안산시 단원구,경유,사업용,325,702,336,3435
2021,안산시 단원구,기타연료,비사업용,0,74,36,344
2021,안산시 단원구,기타연료,사업용,0,0,0,135
2021,안산시 단원구,수소,비사업용,121,0,0,0
2021,안산시 단원구,수소,사업용,3,1,0,0
2021,안산시 단원구,엘피지,비사업용,8135,421,4,708
2021,안산시 단원구,엘피지,사업용,1820,0,0,85
2021,안산시 단원구,전기,비사업용,704,1,0,98
2021,안산시 단원구,전기,사업용,162,13,0,65
2021,안산시 단원구,하이브리드(CNG+전기),사업용,0,17,0,0
2021,안산시 단원구,하이브리드(LPG+전기),비사업용,102,0,0,0
2021,안산시 단원구,하이브리드(경유+전기),비사업용,73,0,0,0
2021,안산시 단원구,하이브리드(휘발유+전기),비사업용,4671,0,0,0
2021,안산시 단원구,하이브리드(휘발유+전기),사업용,36,0,0,0
2021,안산시 단원구,휘발유,비사업용,24020,11,1,97
2021,안산시 단원구,휘발유,사업용,24,0,0,0
2021,안산시 단원구,휘발유(무연),비사업용,54091,28,0,34
2021,안산시 단원구,휘발유(무연),사업용,510,0,0,0
2021,안산시 단원구,휘발유(유연),비사업용,68,0,0,0
2021,고양시 덕양구,CNG,비사업용,28,4,0,9
2021,고양시 덕양구,CNG,사업용,0,65,0,0
2021,고양시 덕양구,경유,비사업용,43917,4123,250,17671
2021,고양시 덕양구,경유,사업용,84,217,218,2006
2021,고양시 덕양구,기타연료,비사업용,1,101,58,386
2021,고양시 덕양구,기타연료,사업용,0,0,0,33
2021,고양시 덕양구,수소,비사업용,102,0,0,0
2021,고양시 덕양구,엘피지,비사업용,10137,598,3,1038
2021,고양시 덕양구,엘피지,사업용,967,0,0,171
2021,고양시 덕양구,전기,비사업용,840,0,1,95
2021,고양시 덕양구,전기,사업용,12,54,0,82
2021,고양시 덕양구,하이브리드(LPG+전기),비사업용,108,0,0,0
2021,고양시 덕양구,하이브리드(경유+전기),비사업용,77,0,0,0
2021,고양시 덕양구,하이브리드(경유+전기),사업용,3,0,0,0
2021,고양시 덕양구,하이브리드(휘발유+전기),비사업용,7499,0,0,0
2021,고양시 덕양구,하이브리드(휘발유+전기),사업용,2,0,0,0
2021,고양시 덕양구,휘발유,비사업용,34806,16,1,153
2021,고양시 덕양구,휘발유,사업용,19,0,0,0
2021,고양시 덕양구,휘발유(무연),비사업용,62798,30,0,41
2021,고양시 덕양구,휘발유(무연),사업용,85,0,0,0
2021,고양시 덕양구,휘발유(유연),비사업용,65,0,0,0
2021,고양시 일산동구,CNG,비사업용,20,15,0,3
2021,고양시 일산동구,CNG,사업용,0,342,0,0
2021,고양시 일산동구,경유,비사업용,29709,2483,213,11782
2021,고양시 일산동구,경유,사업용,325,477,158,1713
2021,고양시 일산동구,기타연료,비사업용,1,100,50,296
2021,고양시 일산동구,기타연료,사업용,0,1,0,124
2021,고양시 일산동구,수소,비사업용,51,0,0,0
2021,고양시 일산동구,엘피지,비사업용,5534,321,0,591
2021,고양시 일산동구,엘피지,사업용,1337,0,0,69
2021,고양시 일산동구,전기,비사업용,801,0,1,75
2021,고양시 일산동구,전기,사업용,147,37,0,42
2021,고양시 일산동구,하이브리드(LPG+전기),비사업용,74,0,0,0
2021,고양시 일산동구,하이브리드(경유+전기),비사업용,106,0,0,0
2021,고양시 일산동구,하이브리드(경유+전기),사업용,4,0,0,0
2021,고양시 일산동구,하이브리드(휘발유+전기),비사업용,5519,0,0,1
2021,고양시 일산동구,하이브리드(휘발유+전기),사업용,31,0,0,0
2021,고양시 일산동구,휘발유,비사업용,27054,9,1,102
2021,고양시 일산동구,휘발유,사업용,133,0,0,0
2021,고양시 일산동구,휘발유(무연),비사업용,41417,15,0,32
2021,고양시 일산동구,휘발유(무연),사업용,420,1,0,0
2021,고양시 일산동구,휘발유(유연),비사업용,49,0,0,0
2021,고양시 일산서구,CNG,비사업용,18,0,0,0
2021,고양시 일산서구,CNG,사업용,0,205,0,0
